partida_id,clube,chutes,posse_de_bola,passes,precisao_passes,faltas,impedimentos,escanteios
6559,Internacional,15,0.37,316,0.74,19,3,4
6560,Fortaleza,12,0.62,539,0.88,9,0,2
6560,Vasco,14,0.38,337,0.83,12,0,5
6561,Cruzeiro,18,0.65,559,0.84,13,1,8
6561,Chapecoense,10,0.35,313,0.71,11,0,2
6562,Bahia,10,0.33,303,0.75,9,0,3
6562,Fluminense,11,0.67,603,0.9,10,2,3
6563,Corinthians,13,0.4,296,0.75,16,1,3
6563,Sao Paulo,9,0.6,438,0.78,14,3,4
6564,CSA,16,0.44,334,0.76,19,1,3
6564,Goias,15,0.56,412,0.79,10,0,9
6565,Avai,13,0.52,417,0.7,21,2,3
6565,Ceara,9,0.48,399,0.72,15,1,0
6566,Flamengo,21,0.65,652,0.92,16,2,8
6566,Fortaleza,10,0.35,343,0.86,6,1,2
6567,Bahia,14,0.42,394,0.83,8,0,10
6567,Gremio,7,0.58,537,0.87,10,5,4
6568,Botafogo-RJ,8,0.56,469,0.84,15,1,4
6568,Vasco,18,0.44,362,0.81,16,1,9
6569,Ceara,13,0.39,301,0.72,14,0,2
6569,Santos,12,0.61,470,0.82,22,2,0
6570,Athletico-PR,16,0.56,457,0.87,20,1,6
6570,Fluminense,9,0.44,372,0.79,17,0,4
6571,Sao Paulo,13,0.4,369,0.76,15,0,5
6571,Cruzeiro,14,0.6,567,0.84,12,4,9
6572,Atletico-MG,27,0.72,771,0.9,2,2,11
6572,CSA,12,0.28,304,0.79,11,0,2
6573,Chapecoense,18,0.55,410,0.81,14,1,3
6573,Palmeiras,14,0.45,356,0.77,21,0,5
6574,Internacional,11,0.64,682,0.87,11,3,5
6574,Avai,14,0.36,382,0.78,12,1,7
6576,Vasco,10,0.31,288,0.73,13,0,0
6576,Internacional,19,0.69,635,0.88,16,5,10
6577,Palmeiras,21,0.43,304,0.77,16,1,7
6577,Athletico-PR,7,0.57,406,0.82,29,1,7
6578,Gremio,12,0.66,630,0.89,7,3,10
6578,Fortaleza,5,0.34,343,0.78,7,0,1
6579,Cruzeiro,25,0.45,448,0.83,12,2,11
6579,Corinthians,5,0.55,538,0.86,13,1,5
6580,Ceara,22,0.63,477,0.81,12,1,9
6580,Bahia,9,0.37,296,0.65,10,3,1
6581,Avai,11,0.37,302,0.65,17,1,4
6581,Sao Paulo,12,0.63,513,0.8,17,1,10
6582,CSA,21,0.39,328,0.84,20,3,8
6582,Botafogo-RJ,13,0.61,520,0.89,10,0,2
6583,Fluminense,18,0.64,607,0.88,14,1,5
6583,Flamengo,11,0.36,339,0.79,17,0,2
6584,Santos,24,0.59,532,0.87,12,0,4
6584,Atletico-MG,12,0.41,383,0.75,14,1,5
6585,Goias,17,0.51,353,0.8,14,0,6
6585,Chapecoense,12,0.49,350,0.81,17,0,6
6586,Botafogo-RJ,7,0.47,463,0.87,9,1,4
6586,Gremio,14,0.53,515,0.87,11,4,7
6587,Fortaleza,11,0.46,354,0.81,10,1,6
6587,Cruzeiro,12,0.54,426,0.86,15,2,5
6588,Internacional,14,0.45,506,0.83,11,0,3
6588,Bahia,19,0.55,593,0.86,7,0,3
6589,CSA,10,0.34,276,0.69,13,1,3
6589,Flamengo,24,0.66,515,0.85,10,2,12
6590,Santos,19,0.53,461,0.8,16,2,2
6590,Corinthians,2,0.47,413,0.76,13,1,3
6591,Vasco,18,0.53,484,0.82,14,2,5
6591,Ceara,8,0.47,426,0.8,15,3,1
6592,Chapecoense,15,0.35,296,0.78,12,1,5
6592,Fluminense,10,0.65,549,0.89,21,1,3
6593,Palmeiras,14,0.53,421,0.78,13,1,9
6593,Avai,8,0.47,379,0.81,18,1,1
6594,Atletico-MG,20,0.69,721,0.87,13,0,12
6594,Sao Paulo,9,0.31,318,0.75,17,0,5
6595,Goias,0,,0,,0,0,0
6595,Athletico-PR,0,,0,,0,0,0
6596,Gremio,11,0.71,622,0.88,18,2,4
6596,Vasco,10,0.29,255,0.71,12,1,6
6597,Fortaleza,14,0.4,361,0.83,15,0,5
6597,Avai,15,0.6,513,0.86,12,1,13
6598,Bahia,12,0.38,330,0.74,13,0,5
6598,Santos,17,0.62,527,0.84,11,1,7
6599,Sao Paulo,14,0.45,333,0.77,19,0,8
6599,Palmeiras,15,0.55,406,0.8,18,4,5
6600,Flamengo,30,0.74,561,0.89,8,0,11
6600,Goias,7,0.26,202,0.7,9,3,0
6601,Corinthians,27,0.67,549,0.88,2,1,16
6601,CSA,4,0.33,296,0.75,18,0,1
6602,Athletico-PR,17,0.61,460,0.85,15,2,6
6602,Internacional,12,0.39,303,0.78,16,3,2
6603,Cruzeiro,7,0.42,454,0.87,11,3,5
6603,Botafogo-RJ,8,0.58,640,0.88,8,0,3
6604,Chapecoense,15,0.38,264,0.7,20,2,5
6604,Atletico-MG,21,0.62,439,0.8,16,2,10
6605,Fluminense,23,0.71,628,0.87,11,1,14
6605,Ceara,9,0.29,265,0.72,15,2,5
6606,Vasco,16,0.44,391,0.83,25,4,3
6606,Fluminense,5,0.56,499,0.85,22,1,2
6607,Bahia,12,0.58,517,0.87,17,1,5
6607,Cruzeiro,12,0.42,384,0.79,8,2,5
6608,Ceara,9,0.42,286,0.77,26,1,3
6608,Palmeiras,21,0.58,374,0.83,13,1,9
6609,CSA,0,,0,,0,0,0
6609,Athletico-PR,0,,0,,0,0,0
6610,Internacional,11,0.42,415,0.79,13,0,1
6610,Gremio,10,0.58,570,0.82,14,0,2
6611,Botafogo-RJ,9,0.51,441,0.85,12,1,9
6611,Santos,13,0.49,445,0.84,14,1,2
6612,Atletico-MG,19,0.52,409,0.84,15,0,3
6612,Fortaleza,10,0.48,385,0.8,12,0,2
6613,Corinthians,14,0.44,318,0.79,20,2,4
6613,Flamengo,6,0.56,410,0.8,17,0,5
6614,Avai,15,0.62,490,0.81,16,1,5
6614,Goias,11,0.38,304,0.69,19,0,3
6615,Sao Paulo,19,0.49,400,0.79,29,0,5
6615,Chapecoense,8,0.51,405,0.82,19,3,3
6616,Palmeiras,15,0.55,386,0.85,22,1,3
6616,Vasco,6,0.45,321,0.77,22,0,4
6617,Cruzeiro,0,,0,,0,0,0
6617,Athletico-PR,0,,0,,0,0,0
6618,Fluminense,14,0.72,660,0.89,20,0,4
6618,Sao Paulo,13,0.28,264,0.78,14,0,2
6619,Internacional,11,0.55,490,0.82,11,1,6
6619,Ceara,9,0.45,408,0.75,12,0,6
6620,Chapecoense,16,0.47,360,0.76,16,0,10
6620,Bahia,16,0.53,411,0.74,15,1,5
6621,Flamengo,15,0.63,488,0.86,23,0,5
6621,Botafogo-RJ,12,0.37,290,0.76,16,3,4
6622,Santos,18,0.6,435,0.81,9,4,15
6622,Avai,11,0.4,308,0.73,13,0,4
6623,Goias,16,0.45,397,0.85,14,1,7
6623,Atletico-MG,11,0.55,486,0.87,9,3,4
6624,Fortaleza,14,0.48,408,0.87,18,2,1
6624,Corinthians,14,0.52,450,0.87,16,1,1
6625,CSA,10,0.4,350,0.82,13,0,2
6625,Gremio,15,0.6,526,0.85,13,2,6
6626,Ceara,11,0.35,229,0.62,14,4,8
6626,Fortaleza,11,0.65,427,0.81,16,2,4
6627,Fluminense,22,0.61,640,0.88,8,0,8
6627,Internacional,15,0.39,412,0.83,12,0,5
6628,Santos,19,0.62,500,0.84,15,4,6
6628,Goias,20,0.38,311,0.79,8,1,6
6629,Avai,30,0.6,507,0.85,12,3,16
6629,Botafogo-RJ,9,0.4,368,0.78,11,0,1
6630,Bahia,10,0.31,273,0.65,18,4,4
6630,Flamengo,13,0.69,582,0.82,14,2,7
6631,Corinthians,9,0.5,371,0.79,11,1,3
6631,Palmeiras,8,0.5,373,0.77,24,3,5
6632,Vasco,18,0.57,511,0.83,13,0,8
6632,CSA,12,0.43,395,0.72,14,1,5
6633,Atletico-MG,15,0.38,359,0.82,19,0,6
6633,Cruzeiro,14,0.62,595,0.88,13,2,6
6634,Gremio,23,0.69,583,0.88,17,3,11
6634,Chapecoense,9,0.31,268,0.71,16,0,3
6575,Corinthians,19,0.64,575,0.89,13,0,6
6575,Goias,11,0.36,318,0.79,11,4,5
6636,Ceara,8,0.39,292,0.79,20,4,2
6636,Chapecoense,14,0.61,459,0.83,11,1,4
6637,Sao Paulo,20,0.42,263,0.71,21,1,5
6637,Santos,14,0.58,367,0.76,15,1,2
6638,Flamengo,18,0.58,506,0.86,14,0,4
6638,Gremio,7,0.42,380,0.82,15,1,3
6639,Atletico-MG,19,0.41,373,0.8,14,4,3
6639,Fluminense,21,0.59,527,0.87,13,2,5
6640,Internacional,7,0.56,551,0.84,16,3,9
6640,Corinthians,8,0.44,447,0.78,8,0,3
6641,Palmeiras,17,0.41,287,0.78,15,1,8
6641,Bahia,7,0.59,428,0.84,19,1,3
6642,Avai,13,0.49,360,0.75,15,3,5
6642,Cruzeiro,14,0.51,386,0.77,15,2,1
6643,Botafogo-RJ,13,0.46,367,0.78,11,1,7
6643,Athletico-PR,17,0.54,426,0.8,12,0,7
6644,Goias,19,0.55,420,0.83,14,2,3
6644,Vasco,12,0.45,350,0.74,22,1,4
6645,CSA,16,0.52,470,0.87,19,3,2
6645,Fortaleza,6,0.48,450,0.85,13,4,3
6646,Corinthians,18,0.43,393,0.87,17,2,7
6646,Botafogo-RJ,8,0.57,545,0.89,13,2,2
6647,Fortaleza,15,0.55,485,0.87,14,0,7
6647,Internacional,7,0.45,413,0.84,14,4,0
6648,Vasco,11,0.42,347,0.82,12,0,7
6648,Flamengo,17,0.58,491,0.87,18,0,7
6649,Athletico-PR,0,,0,,0,0,0
6649,Atletico-MG,0,,0,,0,0,0
6650,Gremio,14,0.68,634,0.89,13,0,3
6650,Palmeiras,15,0.32,304,0.79,14,1,2
6651,Fluminense,33,0.68,686,0.91,7,1,7
6651,CSA,5,0.32,344,0.72,16,1,1
6652,Sao Paulo,12,0.59,463,0.82,12,4,5
6652,Ceara,10,0.41,316,0.72,16,0,11
6653,Bahia,14,0.47,436,0.81,7,1,6
6653,Goias,11,0.53,471,0.81,13,1,6
6654,Cruzeiro,21,0.66,576,0.92,16,1,8
6654,Santos,4,0.34,297,0.83,7,1,4
6655,Chapecoense,12,0.41,317,0.68,25,2,5
6655,Avai,5,0.59,449,0.77,15,2,3
6635,Athletico-PR,0,,0,,0,0,0
6635,Sao Paulo,0,,0,,0,0,0
6656,Atletico-MG,21,0.57,501,0.82,17,1,6
6656,Bahia,6,0.43,391,0.75,16,0,3
6657,Gremio,0,,0,,0,0,0
6657,Athletico-PR,0,,0,,0,0,0
6658,Goias,7,0.26,203,0.68,9,0,5
6658,Internacional,11,0.74,611,0.88,14,3,5
6659,Vasco,18,0.52,473,0.85,19,0,2
6659,Sao Paulo,3,0.48,449,0.83,16,2,1
6660,Santos,17,0.61,486,0.86,14,1,3
6660,Fortaleza,9,0.39,312,0.77,22,0,5
6661,Ceara,16,0.52,412,0.82,11,4,9
6661,Flamengo,10,0.48,404,0.8,14,3,2
6662,Avai,12,0.48,399,0.78,19,2,4
6662,Corinthians,8,0.52,420,0.78,15,2,2
6663,CSA,18,0.47,441,0.86,17,3,6
6663,Cruzeiro,13,0.53,497,0.86,14,1,4
6664,Botafogo-RJ,15,0.61,450,0.84,13,0,5
6664,Chapecoense,15,0.39,285,0.69,16,2,4
6666,Sao Paulo,19,0.55,496,0.81,10,0,5
6666,Gremio,7,0.45,426,0.79,9,0,5
6667,Bahia,15,0.67,538,0.84,15,0,8
6667,CSA,8,0.33,285,0.69,17,3,2
6668,Chapecoense,8,0.52,399,0.82,17,1,5
6668,Santos,12,0.48,386,0.8,19,3,5
6669,Athletico-PR,11,0.69,534,0.82,14,0,10
6669,Ceara,9,0.31,247,0.61,15,2,4
6670,Internacional,16,0.49,485,0.83,10,0,8
6670,Botafogo-RJ,17,0.51,496,0.85,6,1,1
6671,Flamengo,12,0.66,658,0.9,15,0,1
6671,Palmeiras,2,0.34,341,0.79,16,3,1
6672,Fortaleza,11,0.52,389,0.82,21,0,5
6672,Goias,7,0.48,365,0.81,14,4,3
6673,Cruzeiro,11,0.57,501,0.89,14,2,3
6673,Vasco,12,0.43,364,0.83,15,1,11
6674,Corinthians,14,0.45,484,0.86,9,0,10
6674,Atletico-MG,11,0.55,607,0.86,14,1,4
6675,Fluminense,26,0.61,509,0.88,14,0,12
6675,Avai,7,0.39,344,0.78,15,0,2
6676,Vasco,21,0.57,453,0.82,15,2,4
6676,Bahia,9,0.43,354,0.71,19,1,3
6677,Corinthians,13,0.61,508,0.86,9,2,5
6677,Ceara,12,0.39,320,0.81,10,2,8
6678,Avai,8,0.41,378,0.81,15,1,4
6678,Flamengo,9,0.59,540,0.86,9,1,8
6679,Fortaleza,18,0.46,413,0.86,13,2,5
6679,Fluminense,9,0.54,472,0.86,15,4,4
6680,Internacional,13,0.51,445,0.81,14,3,9
6680,Sao Paulo,9,0.49,442,0.77,16,1,2
6681,Goias,9,0.34,276,0.74,11,1,3
6681,Palmeiras,18,0.66,516,0.83,21,2,7
6682,Cruzeiro,19,0.52,571,0.91,11,0,7
6682,Gremio,12,0.48,533,0.91,10,0,2
6683,Santos,22,0.62,437,0.77,8,1,11
6683,Athletico-PR,9,0.38,289,0.68,15,1,3
6684,Botafogo-RJ,11,0.47,435,0.84,14,2,2
6684,Atletico-MG,18,0.53,482,0.88,14,4,8
6685,CSA,10,0.48,312,0.76,22,3,3
6685,Chapecoense,15,0.52,320,0.72,14,0,7
6665,Palmeiras,15,0.46,406,0.83,12,0,3
6665,Fluminense,12,0.54,463,0.87,11,2,7
6686,Flamengo,12,0.52,379,0.7,20,1,3
6686,Santos,6,0.48,349,0.74,24,3,1
6687,Chapecoense,19,0.56,400,0.81,14,0,7
6687,Vasco,15,0.44,334,0.77,22,1,5
6688,Palmeiras,13,0.58,461,0.86,20,1,4
6688,Cruzeiro,7,0.42,351,0.77,19,0,4
6689,Ceara,23,0.39,347,0.78,11,5,18
6689,Botafogo-RJ,3,0.61,570,0.87,5,0,0
6690,Athletico-PR,0,,0,,0,0,0
6690,Avai,0,,0,,0,0,0
6691,Atletico-MG,25,0.61,659,0.88,6,0,10
6691,Internacional,15,0.39,435,0.83,14,1,0
6692,Bahia,11,0.54,383,0.81,16,5,5
6692,Fortaleza,9,0.46,336,0.77,11,0,7
6693,Gremio,22,0.64,628,0.88,10,1,15
6693,Goias,12,0.36,365,0.84,10,0,4
6694,Fluminense,12,0.49,429,0.84,19,2,3
6694,Corinthians,13,0.51,439,0.88,12,1,6
6695,Sao Paulo,33,0.72,523,0.86,14,3,11
6695,CSA,7,0.28,206,0.57,16,1,3
6696,Botafogo-RJ,14,0.54,442,0.82,14,2,1
6696,Sao Paulo,17,0.46,383,0.76,23,2,11
6697,Cruzeiro,9,0.41,351,0.8,9,3,1
6697,Flamengo,13,0.59,487,0.85,14,0,4
6698,Corinthians,15,0.49,396,0.83,12,2,4
6698,Bahia,9,0.51,419,0.84,15,1,3
6699,Santos,18,0.58,468,0.82,13,0,9
6699,Gremio,12,0.42,346,0.74,15,0,2
6700,Internacional,14,0.64,527,0.84,12,3,8
6700,Chapecoense,8,0.36,303,0.71,19,0,3
6701,Fortaleza,12,0.43,346,0.78,16,1,5
6701,Palmeiras,14,0.57,459,0.83,11,4,5
6702,CSA,12,0.45,322,0.75,20,4,6
6702,Ceara,23,0.55,399,0.79,9,1,11
6703,Vasco,0,,0,,0,0,0
6703,Athletico-PR,0,,0,,0,0,0
6704,Goias,11,0.28,231,0.77,16,1,4
6704,Fluminense,8,0.72,572,0.87,10,1,8
6705,Avai,11,0.36,318,0.72,11,2,4
6705,Atletico-MG,14,0.64,558,0.82,14,1,10
6706,Ceara,19,0.46,402,0.75,18,1,8
6706,Cruzeiro,14,0.54,461,0.78,17,2,3
6707,Bahia,19,0.58,509,0.86,17,0,5
6707,Botafogo-RJ,3,0.42,377,0.8,9,1,1
6708,Flamengo,21,0.73,594,0.88,16,1,6
6708,Internacional,3,0.27,232,0.72,6,3,1
6709,Sao Paulo,13,0.73,543,0.83,21,4,10
6709,Goias,3,0.27,212,0.6,24,0,0
6710,Palmeiras,17,0.7,694,0.91,13,0,5
6710,CSA,11,0.3,295,0.82,13,0,2
6711,Fluminense,13,0.47,418,0.8,12,2,1
6711,Santos,19,0.53,467,0.83,15,1,5
6712,Gremio,11,0.52,585,0.89,18,0,6
6712,Avai,11,0.48,538,0.89,9,0,2
6713,Athletico-PR,20,0.66,607,0.89,11,0,11
6713,Fortaleza,11,0.34,321,0.79,8,1,7
6716,Flamengo,17,0.62,531,0.84,20,2,9
6716,Sao Paulo,8,0.38,334,0.73,27,3,2
6717,Corinthians,10,0.55,455,0.81,16,2,5
6717,Vasco,15,0.45,382,0.78,23,4,2
6718,Santos,12,0.63,572,0.87,13,1,10
6718,CSA,9,0.37,338,0.76,12,2,4
6719,Internacional,18,0.54,455,0.85,28,0,3
6719,Palmeiras,12,0.46,403,0.82,17,1,3
6720,Fluminense,12,0.47,481,0.85,17,0,2
6720,Gremio,15,0.53,531,0.87,9,1,6
6721,Athletico-PR,0,,0,,0,0,0
6721,Chapecoense,0,,0,,0,0,0
6722,Atletico-MG,25,0.62,515,0.85,13,0,5
6722,Ceara,8,0.38,315,0.73,12,1,8
6723,Avai,14,0.56,481,0.82,16,4,7
6723,Bahia,6,0.44,393,0.76,16,1,5
6724,Fortaleza,16,0.45,410,0.85,15,1,5
6724,Botafogo-RJ,6,0.55,502,0.84,12,1,1
6725,Goias,8,0.33,252,0.66,20,0,0
6725,Cruzeiro,11,0.67,505,0.83,19,2,9
6714,Atletico-MG,14,0.55,404,0.8,18,1,5
6714,Vasco,16,0.45,338,0.78,22,2,7
6715,Chapecoense,14,0.55,397,0.79,19,1,9
6715,Corinthians,12,0.45,336,0.75,15,2,7
6726,Vasco,16,0.42,285,0.73,15,1,8
6726,Santos,8,0.58,423,0.81,17,1,2
6727,Sao Paulo,19,0.62,478,0.89,15,0,9
6727,Fortaleza,7,0.38,300,0.8,14,0,3
6728,Gremio,18,0.65,609,0.88,12,3,10
6728,Corinthians,13,0.35,338,0.81,12,0,5
6729,Bahia,14,0.46,413,0.83,9,1,4
6729,Athletico-PR,13,0.54,491,0.83,14,1,4
6730,Cruzeiro,16,0.53,470,0.81,18,0,3
6730,Internacional,12,0.47,440,0.82,14,1,3
6731,Chapecoense,5,0.36,298,0.65,16,3,1
6731,Flamengo,24,0.64,520,0.82,20,2,8
6732,Ceara,23,0.58,411,0.85,7,2,15
6732,Goias,9,0.42,314,0.72,12,1,9
6733,Palmeiras,19,0.67,506,0.88,12,2,17
6733,Atletico-MG,11,0.33,254,0.72,20,1,2
6734,Botafogo-RJ,11,0.46,410,0.79,20,3,5
6734,Fluminense,12,0.54,481,0.86,20,3,2
6735,CSA,15,0.29,242,0.72,10,1,4
6735,Avai,17,0.71,593,0.88,11,1,8
6736,CSA,14,0.3,259,0.71,16,0,3
6736,Internacional,14,0.7,593,0.88,9,4,11
6737,Botafogo-RJ,12,0.43,348,0.76,29,2,5
6737,Goias,18,0.57,446,0.83,18,1,5
6738,Fortaleza,10,0.53,446,0.84,18,4,2
6738,Chapecoense,16,0.47,397,0.83,17,1,6
6739,Bahia,14,0.4,378,0.82,10,3,3
6739,Sao Paulo,8,0.6,565,0.86,15,2,5
6740,Gremio,11,0.69,641,0.9,11,1,4
6740,Ceara,10,0.31,293,0.76,19,1,4
6741,Cruzeiro,17,0.51,459,0.77,17,3,2
6741,Fluminense,9,0.49,460,0.8,18,0,5
6742,Santos,15,0.57,474,0.88,16,3,2
6742,Palmeiras,13,0.43,364,0.84,13,0,3
6743,Corinthians,0,,0,,0,0,0
6743,Athletico-PR,0,,0,,0,0,0
6744,Avai,16,0.56,505,0.83,18,0,7
6744,Vasco,12,0.44,419,0.78,11,1,6
6745,Flamengo,19,0.67,630,0.89,10,0,9
6745,Atletico-MG,5,0.33,318,0.72,9,1,2
6746,Goias,14,0.49,365,0.77,17,2,4
6746,CSA,8,0.51,376,0.78,21,1,2
6747,Fluminense,13,0.49,434,0.82,11,1,4
6747,Bahia,17,0.51,447,0.84,15,0,7
6748,Palmeiras,18,0.49,413,0.8,22,2,7
6748,Botafogo-RJ,6,0.51,422,0.82,13,0,2
6749,Internacional,13,0.46,420,0.81,16,8,9
6749,Santos,11,0.54,492,0.81,18,2,3
6750,Athletico-PR,0,,0,,0,0,0
6750,Flamengo,0,,0,,0,0,0
6751,Ceara,25,0.57,449,0.82,16,2,11
6751,Avai,13,0.43,368,0.76,16,3,0
6752,Vasco,16,0.59,406,0.8,14,1,10
6752,Fortaleza,7,0.41,301,0.78,19,1,3
6753,Sao Paulo,17,0.55,568,0.88,9,2,2
6753,Corinthians,3,0.45,467,0.85,10,0,1
6754,Atletico-MG,22,0.43,394,0.78,17,0,4
6754,Gremio,14,0.57,526,0.85,8,2,4
6755,Chapecoense,22,0.61,484,0.83,12,0,9
6755,Cruzeiro,18,0.39,331,0.78,13,0,7
6756,CSA,10,0.42,358,0.82,18,2,1
6756,Atletico-MG,21,0.58,498,0.84,13,0,7
6757,Gremio,18,0.63,554,0.9,13,1,10
6757,Bahia,13,0.37,337,0.81,15,0,6
6758,Fortaleza,6,0.3,203,0.69,8,2,4
6758,Flamengo,11,0.7,462,0.87,16,2,12
6759,Cruzeiro,11,0.4,363,0.8,18,3,4
6759,Sao Paulo,8,0.6,558,0.84,16,1,2
6760,Palmeiras,30,0.72,547,0.86,15,5,12
6760,Chapecoense,7,0.28,222,0.59,14,0,4
6761,Goias,20,0.44,305,0.76,10,2,5
6761,Corinthians,17,0.56,411,0.84,16,0,5
6762,Vasco,16,0.36,275,0.74,15,1,3
6762,Botafogo-RJ,10,0.64,485,0.83,11,2,7
6763,Avai,17,0.29,273,0.75,7,0,6
6763,Internacional,26,0.71,675,0.89,16,2,8
6764,Santos,16,0.68,493,0.84,15,3,5
6764,Ceara,11,0.32,228,0.69,11,2,7
6765,Fluminense,0,,0,,0,0,0
6765,Athletico-PR,0,,0,,0,0,0
6766,Fortaleza,10,0.4,341,0.8,13,1,1
6766,Gremio,13,0.6,504,0.88,17,0,8
6767,Corinthians,13,0.55,463,0.85,15,0,4
6767,Cruzeiro,14,0.45,394,0.75,18,0,4
6768,Internacional,19,0.71,605,0.88,14,2,12
6768,Vasco,9,0.29,250,0.73,12,0,3
6769,Sao Paulo,22,0.78,682,0.89,23,2,12
6769,Avai,6,0.22,206,0.62,11,1,0
6770,Atletico-MG,9,0.3,224,0.68,24,1,3
6770,Santos,11,0.7,504,0.83,14,1,7
6771,Flamengo,16,0.47,364,0.81,23,0,10
6771,Fluminense,10,0.53,408,0.86,13,1,7
6772,Chapecoense,12,0.49,311,0.81,23,1,6
6772,Goias,21,0.51,314,0.82,14,2,9
6773,Athletico-PR,14,0.53,432,0.79,23,0,2
6773,Palmeiras,8,0.47,407,0.8,11,4,1
6774,Bahia,12,0.48,384,0.77,14,4,6
6774,Ceara,13,0.52,405,0.77,11,1,17
6775,Botafogo-RJ,17,0.43,389,0.88,18,2,4
6775,CSA,8,0.57,511,0.87,16,2,3
6776,Corinthians,14,0.36,285,0.72,20,0,4
6776,Santos,19,0.64,502,0.82,12,5,3
6777,Ceara,17,0.64,544,0.84,11,3,11
6777,Vasco,8,0.36,321,0.75,14,0,3
6778,Bahia,13,0.56,470,0.78,16,1,6
6778,Internacional,17,0.44,388,0.79,11,2,4
6779,Fluminense,26,0.68,563,0.86,11,0,5
6779,Chapecoense,13,0.32,258,0.7,14,0,5
6780,Cruzeiro,0,,0,,0,0,0
6780,Fortaleza,0,,0,,0,0,0
6781,Athletico-PR,0,,0,,0,0,0
6781,Goias,0,,0,,0,0,0
6782,Gremio,21,0.53,497,0.86,13,1,5
6782,Botafogo-RJ,9,0.47,441,0.86,9,0,7
6783,Sao Paulo,16,0.61,543,0.85,9,3,6
6783,Atletico-MG,9,0.39,353,0.79,11,4,6
6784,Avai,11,0.37,266,0.65,18,0,6
6784,Palmeiras,16,0.63,463,0.82,17,2,5
6785,Flamengo,18,0.64,605,0.9,20,1,6
6785,CSA,7,0.36,351,0.82,13,5,2
6786,Palmeiras,19,0.31,267,0.75,12,1,6
6786,Sao Paulo,14,0.69,581,0.87,14,0,3
6787,Avai,11,0.51,431,0.83,20,0,3
6787,Fortaleza,11,0.49,448,0.81,10,0,4
6788,Atletico-MG,20,0.71,475,0.81,15,2,18
6788,Chapecoense,10,0.29,207,0.62,10,0,2
6789,Ceara,10,0.28,275,0.78,12,1,4
6789,Fluminense,21,0.72,686,0.87,8,2,10
6790,Vasco,16,0.43,363,0.8,9,0,10
6790,Gremio,9,0.57,496,0.83,13,0,4
6791,CSA,10,0.44,371,0.81,17,1,5
6791,Corinthians,12,0.56,469,0.85,10,2,3
6792,Santos,19,0.62,450,0.84,17,3,4
6792,Bahia,3,0.38,290,0.7,26,1,0
6793,Goias,18,0.37,227,0.7,18,4,3
6793,Flamengo,12,0.63,386,0.8,15,0,9
6794,Internacional,14,0.55,484,0.81,14,1,3
6794,Athletico-PR,10,0.45,405,0.78,22,0,5
6795,Botafogo-RJ,20,0.57,406,0.8,15,1,12
6795,Cruzeiro,6,0.43,328,0.69,15,1,4
6796,Fortaleza,18,0.59,433,0.85,18,1,7
6796,Atletico-MG,16,0.41,290,0.78,19,2,7
6797,Fluminense,20,0.67,610,0.87,7,2,8
6797,Vasco,12,0.33,308,0.76,12,1,3
6798,Palmeiras,9,0.56,493,0.88,14,2,7
6798,Ceara,13,0.44,395,0.86,19,2,5
6799,Chapecoense,27,0.38,313,0.85,19,0,6
6799,Sao Paulo,12,0.62,528,0.89,11,2,2
6800,Flamengo,16,0.69,636,0.88,12,1,8
6800,Corinthians,7,0.31,293,0.72,10,2,2
6801,Athletico-PR,0,,0,,0,0,0
6801,CSA,0,,0,,0,0,0
6802,Gremio,21,0.59,518,0.87,16,1,5
6802,Internacional,5,0.41,359,0.81,16,0,3
6803,Santos,23,0.63,480,0.83,16,1,9
6803,Botafogo-RJ,13,0.37,278,0.7,8,0,8
6804,Cruzeiro,17,0.64,489,0.89,16,4,3
6804,Bahia,13,0.36,270,0.77,11,3,5
6805,Goias,23,0.48,354,0.8,19,0,4
6805,Avai,12,0.52,401,0.81,19,0,3
6806,Corinthians,15,0.59,559,0.88,18,1,2
6806,Fortaleza,15,0.41,388,0.85,9,1,6
6807,Atletico-MG,26,0.53,380,0.8,15,4,10
6807,Goias,7,0.47,350,0.77,16,1,8
6808,Avai,13,0.47,359,0.76,19,0,8
6808,Santos,9,0.53,412,0.78,11,2,6
6809,Athletico-PR,0,,0,,0,0,0
6809,Cruzeiro,0,,0,,0,0,0
6810,Vasco,8,0.45,309,0.72,17,1,3
6810,Palmeiras,20,0.55,374,0.78,27,1,6
6811,Bahia,23,0.67,483,0.84,20,3,6
6811,Chapecoense,7,0.33,247,0.68,16,1,4
6812,Ceara,9,0.4,413,0.8,8,3,6
6812,Internacional,16,0.6,593,0.87,11,1,4
6813,Sao Paulo,21,0.57,612,0.89,6,0,2
6813,Fluminense,5,0.43,475,0.86,16,1,2
6814,Botafogo-RJ,6,0.29,207,0.57,16,0,1
6814,Flamengo,18,0.71,497,0.86,14,0,10
6815,Gremio,19,0.65,646,0.92,15,0,11
6815,CSA,9,0.35,354,0.86,16,1,3
6816,Goias,9,0.43,344,0.78,19,2,5
6816,Santos,17,0.57,444,0.82,16,3,4
6817,Palmeiras,21,0.46,323,0.78,12,3,9
6817,Corinthians,7,0.54,394,0.79,18,0,2
6818,Internacional,15,0.39,408,0.81,16,1,4
6818,Fluminense,14,0.61,621,0.86,9,0,3
6819,Cruzeiro,16,0.59,426,0.79,9,1,4
6819,Atletico-MG,17,0.41,302,0.76,12,0,8
6820,Sao Paulo,0,,0,,0,0,0
