partida_id,clube,chutes,chutes_no_alvo,posse_de_bola,precisao_passes,faltas,impedimentos,escanteios
7302,Sport,10,4,0.33,0.71,16,1,2
7302,Gremio,14,7,0.67,0.87,11,2,7
7303,Atletico-GO,9,1,0.57,0.79,18,0,9
7303,Fortaleza,5,1,0.43,0.73,13,6,4
7304,Fluminense,9,5,0.29,0.65,14,1,2
7304,Santos,18,8,0.71,0.86,9,1,9
7306,Flamengo,20,9,0.68,0.87,15,0,14
7306,Bragantino,9,4,0.32,0.76,13,2,2
7307,Palmeiras,15,6,0.58,0.77,15,0,7
7307,America-MG,12,5,0.42,0.72,10,3,5
7308,Bahia,12,2,0.52,0.86,10,0,3
7308,Corinthians,10,3,0.48,0.83,18,2,8
7309,Internacional,10,3,0.62,0.74,16,1,6
7309,Ceara,14,2,0.38,0.64,23,1,7
7310,Fortaleza,16,2,0.63,0.86,14,6,7
7310,Fluminense,4,3,0.37,0.74,17,2,3
7311,Athletico-PR,12,3,0.49,0.83,17,2,4
7311,Atletico-GO,10,3,0.51,0.82,15,1,3
7312,Santos,11,5,0.38,0.66,22,3,3
7312,Sao Paulo,8,1,0.62,0.75,20,2,7
7313,Juventude,8,4,0.51,0.84,16,2,3
7313,Sport,13,2,0.49,0.84,9,1,5
7314,Atletico-MG,14,2,0.67,0.88,9,0,9
7314,Chapecoense,13,1,0.33,0.72,10,2,7
7316,Atletico-GO,9,2,0.49,0.82,22,0,6
7316,Fluminense,3,2,0.51,0.8,17,4,5
7317,Sao Paulo,17,7,0.66,0.87,18,3,5
7317,Cuiaba,5,3,0.34,0.72,14,0,2
7318,Flamengo,19,7,0.63,0.84,18,1,11
7318,Fortaleza,10,5,0.37,0.73,15,2,2
7319,Bragantino,12,6,0.47,0.82,13,1,5
7319,Palmeiras,17,5,0.53,0.81,13,1,10
7320,America-MG,12,2,0.54,0.84,17,0,8
7320,Juventude,8,3,0.46,0.82,16,1,3
7321,Chapecoense,11,5,0.53,0.78,12,2,9
7321,Internacional,25,11,0.47,0.77,19,3,9
7322,Corinthians,16,3,0.51,0.86,8,1,4
7322,Sport,9,3,0.49,0.84,17,0,5
7323,Ceara,16,8,0.33,0.67,16,1,6
7323,Atletico-MG,16,6,0.67,0.84,16,5,7
7324,Bahia,20,7,0.7,0.86,12,3,9
7324,Athletico-PR,9,4,0.3,0.64,8,1,2
7325,Gremio,19,6,0.47,0.81,21,2,7
7325,Santos,6,3,0.53,0.84,14,2,1
7326,Juventude,8,4,0.35,0.51,17,4,5
7326,Flamengo,13,2,0.65,0.72,12,1,10
7327,Fluminense,15,5,0.46,0.85,14,1,8
7327,Corinthians,10,4,0.54,0.86,11,0,5
7328,Palmeiras,19,8,0.58,0.8,10,6,7
7328,Bahia,18,4,0.42,0.74,16,1,7
7329,Athletico-PR,18,5,0.62,0.84,12,0,6
7329,Chapecoense,12,5,0.38,0.72,15,2,5
7330,Gremio,18,5,0.58,0.81,13,1,10
7330,Fortaleza,15,6,0.42,0.72,12,3,5
7331,Santos,11,6,0.49,0.79,20,1,4
7331,Atletico-MG,11,3,0.51,0.78,16,4,6
7332,America-MG,13,6,0.4,0.72,16,1,5
7332,Internacional,10,3,0.6,0.79,20,0,5
7333,Sport,8,1,0.44,0.84,11,3,3
7333,Cuiaba,12,3,0.56,0.86,17,2,7
7334,Ceara,18,7,0.36,0.69,20,1,3
7334,Sao Paulo,11,2,0.64,0.83,12,5,6
7335,Atletico-GO,12,2,0.42,0.72,24,1,5
7335,Bragantino,12,5,0.58,0.8,16,0,8
7336,Fluminense,12,4,0.56,0.86,16,1,9
7336,Athletico-PR,11,5,0.44,0.85,15,1,2
7337,Fortaleza,22,10,0.64,0.82,17,2,2
7337,Chapecoense,9,5,0.36,0.65,24,2,7
7338,Internacional,16,5,0.67,0.85,14,0,7
7338,Palmeiras,14,6,0.33,0.68,13,1,3
7339,Bahia,20,7,0.72,0.89,6,3,8
7339,America-MG,16,8,0.28,0.72,9,5,4
7340,Santos,13,1,0.68,0.84,11,1,7
7340,Sport,8,2,0.32,0.7,19,3,1
7341,Corinthians,10,3,0.41,0.78,15,1,5
7341,Sao Paulo,8,3,0.59,0.85,26,5,3
7342,Juventude,11,5,0.3,0.74,15,0,3
7342,Gremio,13,3,0.7,0.9,12,1,6
7343,Bragantino,13,2,0.65,0.84,11,0,6
7343,Ceara,8,3,0.35,0.72,17,2,6
7344,Atletico-MG,19,9,0.46,0.82,13,1,4
7344,Atletico-GO,7,3,0.54,0.84,12,1,4
7345,Cuiaba,9,2,0.43,0.86,18,2,1
7345,Flamengo,12,5,0.57,0.85,26,3,5
7346,Athletico-PR,16,8,0.41,0.78,18,3,3
7346,Fortaleza,15,4,0.59,0.84,14,0,4
7347,America-MG,8,4,0.27,0.69,13,4,2
7347,Santos,21,8,0.73,0.87,6,2,12
7348,Corinthians,20,9,0.58,0.82,11,0,3
7348,Internacional,7,3,0.42,0.73,17,2,2
7349,Chapecoense,7,1,0.47,0.75,14,4,9
7349,Bahia,13,6,0.53,0.79,13,0,5
7350,Flamengo,21,4,0.67,0.88,11,0,6
7350,Fluminense,11,5,0.33,0.73,15,2,5
7351,Sport,13,1,0.49,0.85,23,0,3
7351,Palmeiras,14,5,0.51,0.83,13,1,6
7352,Ceara,12,5,0.64,0.84,23,0,4
7352,Juventude,4,3,0.36,0.71,15,0,3
7353,Sao Paulo,9,6,0.48,0.78,25,2,4
7353,Bragantino,12,5,0.52,0.81,14,1,7
7354,Cuiaba,11,4,0.6,0.87,14,2,5
7354,Atletico-MG,4,1,0.4,0.8,15,2,1
7355,Gremio,21,4,0.63,0.89,16,2,11
7355,Atletico-GO,10,5,0.37,0.8,9,4,7
7356,Santos,18,9,0.54,0.86,17,2,7
7356,Athletico-PR,11,2,0.46,0.8,13,2,4
7357,Bahia,8,2,0.53,0.85,19,1,3
7357,Juventude,9,3,0.47,0.83,19,3,2
7358,Bragantino,10,1,0.54,0.81,15,0,4
7358,Cuiaba,9,2,0.46,0.78,21,1,6
7359,Fortaleza,16,5,0.56,0.83,18,2,2
7359,America-MG,11,3,0.44,0.79,16,1,3
7360,Palmeiras,18,6,0.47,0.85,15,2,4
7360,Gremio,12,4,0.53,0.88,16,0,5
7361,Atletico-MG,12,6,0.49,0.86,19,2,3
7361,Flamengo,16,6,0.51,0.88,10,3,6
7362,Atletico-GO,13,4,0.57,0.87,16,0,4
7362,Sport,11,3,0.43,0.83,9,1,7
7363,Internacional,9,2,0.52,0.76,21,0,7
7363,Sao Paulo,11,5,0.48,0.76,24,4,3
7364,Fluminense,16,5,0.64,0.82,24,2,4
7364,Ceara,7,2,0.36,0.7,21,0,0
7365,Chapecoense,14,4,0.42,0.81,17,2,5
7365,Corinthians,12,5,0.58,0.87,10,0,8
7366,Palmeiras,14,7,0.35,0.76,19,3,6
7366,Santos,12,2,0.65,0.91,21,0,5
7367,Gremio,11,2,0.51,0.73,12,2,5
7367,Internacional,16,8,0.49,0.76,19,0,7
7368,Athletico-PR,22,6,0.55,0.83,18,0,3
7368,Bragantino,16,4,0.45,0.8,16,3,2
7369,Sport,11,3,0.49,0.81,16,2,1
7369,Fluminense,13,9,0.51,0.85,13,3,3
7370,Sao Paulo,15,6,0.63,0.83,16,2,2
7370,Bahia,6,2,0.37,0.71,15,0,1
7371,America-MG,12,2,0.49,0.76,15,3,8
7371,Atletico-MG,13,5,0.51,0.76,17,0,10
7372,Juventude,15,3,0.51,0.84,17,1,4
7372,Atletico-GO,8,4,0.49,0.84,23,0,3
7373,Cuiaba,11,3,0.41,0.81,9,1,4
7373,Ceara,20,7,0.59,0.83,13,2,7
7374,Flamengo,24,7,0.72,0.89,19,0,11
7374,Chapecoense,13,4,0.28,0.68,16,2,1
7375,Fortaleza,16,4,0.43,0.84,13,1,7
7375,Corinthians,7,1,0.57,0.88,14,1,6
7376,Ceara,21,4,0.53,0.84,11,3,5
7376,Athletico-PR,9,1,0.47,0.84,15,0,5
7377,Sao Paulo,10,3,0.59,0.77,18,1,9
7377,Fortaleza,9,4,0.41,0.69,20,1,5
7378,Corinthians,12,2,0.37,0.75,9,0,2
7378,Atletico-MG,13,8,0.63,0.87,22,2,5
7379,Fluminense,10,2,0.57,0.86,13,0,3
7379,Gremio,8,1,0.43,0.85,12,0,4
7380,Chapecoense,11,6,0.41,0.81,15,1,6
7380,Cuiaba,11,6,0.59,0.86,13,2,2
7381,Atletico-GO,11,1,0.58,0.85,8,4,4
7381,Palmeiras,15,6,0.42,0.82,16,3,6
7382,Bahia,11,3,0.35,0.81,18,0,4
7382,Flamengo,16,10,0.65,0.89,8,2,3
7383,Internacional,14,5,0.51,0.83,19,0,7
7383,Juventude,11,4,0.49,0.82,14,2,5
7384,Bragantino,11,5,0.39,0.74,17,2,5
7384,Santos,16,5,0.61,0.8,15,3,4
7385,America-MG,16,3,0.64,0.81,19,2,9
7385,Sport,11,5,0.36,0.66,22,2,4
7295,Cuiaba,20,7,0.56,0.83,17,0,0
7295,Atletico-GO,9,3,0.44,0.75,14,0,4
7386,Gremio,12,4,0.52,0.77,20,1,8
7386,America-MG,18,7,0.48,0.77,16,1,5
7387,Palmeiras,10,1,0.5,0.85,13,2,7
7387,Fluminense,9,3,0.5,0.9,9,1,5
7388,Atletico-MG,12,5,0.6,0.86,17,3,8
7388,Bahia,11,5,0.4,0.81,14,0,8
7389,Fortaleza,14,4,0.34,0.71,21,1,3
7389,Bragantino,13,4,0.66,0.83,14,0,5
7390,Flamengo,12,8,0.58,0.78,23,2,7
7390,Sao Paulo,18,6,0.42,0.72,16,4,4
7391,Santos,29,2,0.75,0.89,14,3,15
7391,Atletico-GO,7,2,0.25,0.67,7,2,2
7392,Athletico-PR,11,4,0.53,0.81,14,1,8
7392,Internacional,13,3,0.47,0.82,13,0,2
7393,Sport,12,0,0.55,0.8,12,2,2
7393,Ceara,14,0,0.45,0.77,13,1,8
7394,Juventude,13,2,0.32,0.73,16,1,3
7394,Chapecoense,7,2,0.68,0.86,15,1,1
7395,Cuiaba,16,7,0.53,0.85,16,4,5
7395,Corinthians,4,2,0.47,0.81,12,2,5
7396,Sao Paulo,12,3,0.54,0.81,20,2,7
7396,Palmeiras,7,3,0.46,0.79,15,1,2
7397,Internacional,12,3,0.58,0.81,20,2,2
7397,Cuiaba,13,4,0.42,0.77,18,0,3
7398,Bragantino,12,3,0.53,0.82,13,1,4
7398,Gremio,7,1,0.47,0.8,19,0,5
7399,Corinthians,9,3,0.34,0.79,7,0,3
7399,Flamengo,17,7,0.66,0.89,13,1,6
7400,Atletico-MG,11,3,0.61,0.9,14,1,4
7400,Athletico-PR,8,1,0.39,0.8,12,1,2
7401,Chapecoense,20,6,0.44,0.77,17,3,6
7401,Santos,11,5,0.56,0.83,13,0,5
7402,Bahia,21,4,0.6,0.86,16,0,11
7402,Sport,8,2,0.4,0.78,18,1,2
7403,Atletico-GO,7,2,0.53,0.73,21,1,4
7403,America-MG,16,5,0.47,0.73,14,1,5
7404,Ceara,12,4,0.48,0.75,13,2,5
7404,Fortaleza,28,8,0.52,0.79,12,1,9
7406,Sport,17,7,0.38,0.73,17,0,9
7406,Bragantino,13,4,0.62,0.85,14,1,8
7407,Athletico-PR,15,6,0.52,0.8,12,1,8
7407,Sao Paulo,11,4,0.48,0.8,16,2,2
7408,Palmeiras,20,2,0.62,0.85,22,1,6
7408,Fortaleza,15,6,0.38,0.77,13,2,2
7409,Cuiaba,11,2,0.4,0.75,15,2,4
7409,Bahia,9,4,0.6,0.83,17,5,11
7410,Juventude,6,1,0.34,0.75,17,1,4
7410,Atletico-MG,20,4,0.66,0.88,14,2,5
7411,America-MG,15,7,0.44,0.77,17,1,4
7411,Fluminense,7,2,0.56,0.79,13,1,8
7412,Santos,11,5,0.57,0.87,17,3,5
7412,Corinthians,9,5,0.43,0.84,9,1,3
7413,Ceara,19,5,0.41,0.79,18,1,6
7413,Atletico-GO,7,2,0.59,0.82,15,0,3
7414,Flamengo,11,7,0.64,0.87,9,1,7
7414,Internacional,9,5,0.36,0.76,15,0,2
7415,Gremio,20,3,0.54,0.82,14,2,9
7415,Chapecoense,6,2,0.46,0.81,10,0,3
7416,Bragantino,5,1,0.54,0.81,14,1,2
7416,Juventude,13,6,0.46,0.8,14,2,9
7417,Atletico-MG,15,6,0.67,0.89,14,1,11
7417,Palmeiras,1,1,0.33,0.8,14,1,2
7418,Sao Paulo,12,6,0.64,0.84,14,2,6
7418,Gremio,9,3,0.36,0.73,16,1,2
7419,Flamengo,17,9,0.65,0.87,14,2,6
7419,Sport,4,2,0.35,0.77,11,0,3
7420,Corinthians,7,3,0.61,0.87,7,0,7
7420,Ceara,15,6,0.39,0.79,16,0,6
7421,Bahia,16,8,0.54,0.84,18,3,4
7421,Atletico-GO,12,3,0.46,0.81,11,1,5
7422,Cuiaba,12,2,0.39,0.83,15,2,3
7422,Athletico-PR,9,1,0.61,0.87,20,1,5
7423,Fortaleza,12,2,0.45,0.82,17,4,6
7423,Santos,8,2,0.55,0.83,13,1,2
7424,Internacional,17,7,0.35,0.83,14,2,5
7424,Fluminense,10,5,0.65,0.89,8,0,8
7425,Chapecoense,10,5,0.41,0.68,10,1,3
7425,America-MG,18,6,0.59,0.83,11,3,9
7315,Cuiaba,10,2,0.53,0.79,12,0,2
7315,Gremio,7,3,0.47,0.75,10,2,7
7426,Atletico-GO,16,2,0.7,0.85,13,1,6
7426,Chapecoense,8,2,0.3,0.73,24,3,1
7427,Gremio,15,6,0.53,0.82,12,0,4
7427,Bahia,9,3,0.47,0.8,15,0,2
7428,Juventude,19,4,0.56,0.84,8,0,5
7428,Fortaleza,16,4,0.44,0.79,9,2,9
7429,Palmeiras,31,7,0.66,0.86,8,4,13
7429,Cuiaba,9,4,0.34,0.73,14,3,3
7430,Ceara,12,5,0.37,0.73,13,1,4
7430,Flamengo,18,5,0.63,0.84,12,0,5
7431,Athletico-PR,16,4,0.44,0.85,12,1,4
7431,Corinthians,8,2,0.56,0.86,7,1,2
7432,Santos,10,4,0.52,0.81,19,2,4
7432,Internacional,13,4,0.48,0.77,14,1,4
7433,Sport,15,4,0.48,0.76,15,0,3
7433,Sao Paulo,12,3,0.52,0.79,17,0,7
7434,America-MG,14,3,0.51,0.81,14,2,9
7434,Bragantino,10,3,0.49,0.79,15,2,0
7435,Fluminense,9,3,0.34,0.8,16,2,6
7435,Atletico-MG,19,7,0.66,0.87,16,1,6
7436,Sport,20,7,0.55,0.81,17,1,11
7436,Chapecoense,15,2,0.45,0.79,17,2,5
7437,Santos,11,2,0.49,0.87,14,3,4
7437,Flamengo,18,11,0.51,0.86,14,2,5
7438,Gremio,11,2,0.44,0.85,17,0,6
7438,Corinthians,6,1,0.56,0.87,7,0,4
7439,Palmeiras,16,3,0.49,0.86,10,4,8
7439,Athletico-PR,11,4,0.51,0.84,16,1,3
7440,America-MG,19,4,0.38,0.71,19,2,9
7440,Ceara,6,2,0.62,0.77,13,1,2
7441,Juventude,9,2,0.39,0.75,15,0,3
7441,Sao Paulo,7,4,0.61,0.82,21,3,8
7442,Atletico-GO,8,3,0.52,0.81,13,3,6
7442,Internacional,7,3,0.48,0.76,15,1,6
7443,Bragantino,5,0,0.33,0.75,16,1,1
7443,Atletico-MG,26,8,0.67,0.9,18,1,17
7444,Fluminense,6,4,0.48,0.77,19,2,3
7444,Bahia,10,2,0.52,0.75,21,3,8
7445,Fortaleza,19,4,0.65,0.85,15,2,7
7445,Cuiaba,11,5,0.35,0.76,17,2,4
7405,Fluminense,12,6,0.64,0.87,23,1,7
7405,Juventude,7,2,0.36,0.78,18,1,2
7446,Bahia,13,8,0.4,0.69,25,2,6
7446,Fortaleza,18,6,0.6,0.78,7,0,4
7447,Cuiaba,14,5,0.36,0.74,11,0,3
7447,Santos,18,5,0.64,0.89,11,1,5
7448,Athletico-PR,16,3,0.59,0.86,10,2,9
7448,Sport,9,2,0.41,0.78,9,3,7
7449,Corinthians,11,2,0.59,0.89,15,0,2
7449,Juventude,12,7,0.41,0.85,20,1,2
7450,Chapecoense,11,3,0.55,0.84,18,1,8
7450,Fluminense,9,2,0.45,0.82,4,0,4
7456,America-MG,27,6,0.56,0.81,14,3,9
7456,Athletico-PR,7,1,0.44,0.75,17,1,5
7457,Juventude,17,6,0.63,0.86,12,4,5
7457,Cuiaba,3,1,0.37,0.74,13,1,0
7458,Bragantino,12,5,0.56,0.87,17,2,3
7458,Chapecoense,22,6,0.44,0.82,13,1,6
7459,Santos,10,1,0.65,0.82,16,0,5
7459,Bahia,13,4,0.35,0.68,20,0,1
7460,Gremio,13,3,0.41,0.78,22,0,5
7460,Ceara,8,1,0.59,0.83,9,0,4
7461,Fortaleza,14,4,0.48,0.81,13,1,5
7461,Atletico-MG,11,4,0.52,0.84,18,1,4
7462,Palmeiras,12,5,0.59,0.89,14,2,7
7462,Flamengo,11,4,0.41,0.81,15,1,4
7463,Atletico-GO,11,5,0.52,0.85,10,2,4
7463,Corinthians,8,2,0.48,0.82,10,2,5
7464,Fluminense,8,5,0.42,0.78,16,0,4
7464,Sao Paulo,8,7,0.58,0.83,16,3,5
7465,Sport,14,3,0.51,0.83,21,2,5
7465,Internacional,11,4,0.49,0.79,20,1,4
7466,Chapecoense,15,3,0.54,0.85,16,1,8
7466,Palmeiras,13,7,0.46,0.83,14,1,1
7467,Athletico-PR,27,7,0.6,0.86,18,0,9
7467,Juventude,15,3,0.4,0.82,7,0,3
7468,Atletico-MG,22,9,0.6,0.87,18,0,6
7468,Sport,7,1,0.4,0.82,13,3,4
7469,Bahia,13,3,0.41,0.74,16,0,4
7469,Bragantino,15,5,0.59,0.81,13,0,2
7470,Ceara,10,4,0.51,0.71,17,0,6
7470,Santos,7,1,0.49,0.73,13,0,4
7471,Internacional,18,5,0.59,0.88,12,2,8
7471,Fortaleza,11,5,0.41,0.86,15,1,4
7472,Sao Paulo,13,5,0.52,0.79,18,1,8
7472,Atletico-GO,11,4,0.48,0.77,11,1,6
7473,Corinthians,15,8,0.65,0.86,8,1,5
7473,America-MG,16,7,0.35,0.78,13,1,2
7474,Flamengo,9,1,0.62,0.85,16,2,2
7474,Gremio,11,5,0.38,0.73,17,0,4
7475,Cuiaba,7,3,0.59,0.85,15,1,1
7475,Fluminense,12,5,0.41,0.82,16,2,5
7451,Sao Paulo,6,2,0.59,0.78,17,4,8
7451,America-MG,9,4,0.41,0.76,18,5,3
7476,Ceara,24,8,0.59,0.79,8,1,8
7476,Chapecoense,9,1,0.41,0.76,18,1,5
7477,Corinthians,8,3,0.49,0.84,8,2,5
7477,Palmeiras,16,5,0.51,0.82,11,3,9
7478,Sao Paulo,7,0,0.49,0.82,14,0,3
7478,Atletico-MG,11,4,0.51,0.83,12,1,5
7479,America-MG,15,2,0.42,0.76,9,5,6
7479,Flamengo,9,5,0.58,0.84,12,2,6
7480,Internacional,12,7,0.58,0.8,19,0,8
7480,Bahia,15,2,0.42,0.73,15,0,7
7481,Fluminense,16,6,0.43,0.81,11,2,4
7481,Bragantino,7,4,0.57,0.86,19,0,2
7482,Juventude,6,4,0.37,0.77,15,2,2
7482,Santos,19,3,0.63,0.86,16,1,5
7483,Sport,18,5,0.57,0.82,19,2,3
7483,Fortaleza,15,7,0.43,0.76,14,0,3
7484,Athletico-PR,16,5,0.54,0.85,17,0,3
7484,Gremio,15,7,0.46,0.82,18,0,7
7485,Atletico-GO,16,3,0.57,0.75,10,1,8
7485,Cuiaba,6,2,0.43,0.72,16,2,4
7486,Cuiaba,14,3,0.53,0.79,13,0,4
7486,America-MG,9,2,0.47,0.78,20,2,3
7487,Fortaleza,14,4,0.68,0.87,14,4,10
7487,Atletico-GO,6,5,0.32,0.7,20,1,4
7488,Bragantino,15,5,0.38,0.82,10,1,6
7488,Corinthians,11,7,0.62,0.9,6,1,8
7489,Atletico-MG,10,3,0.57,0.86,16,2,7
7489,Internacional,6,4,0.43,0.78,15,1,6
7490,Flamengo,11,4,0.72,0.9,13,1,2
7490,Athletico-PR,9,2,0.28,0.77,14,2,3
7491,Chapecoense,6,2,0.37,0.72,11,1,7
7491,Sao Paulo,17,8,0.63,0.84,11,3,7
7492,Palmeiras,15,3,0.74,0.88,19,3,8
7492,Juventude,10,4,0.26,0.68,13,1,2
7493,Gremio,22,7,0.65,0.87,21,0,11
7493,Sport,9,6,0.35,0.76,18,0,2
7496,Corinthians,21,11,0.72,0.89,14,0,7
7496,Bahia,3,2,0.28,0.74,18,0,0
7497,Chapecoense,10,4,0.34,0.66,12,1,4
7497,Atletico-MG,16,5,0.66,0.85,17,3,11
7498,Atletico-GO,15,3,0.61,0.85,12,2,11
7498,Athletico-PR,12,4,0.39,0.82,16,1,7
7499,Sport,14,8,0.44,0.88,11,1,0
7499,Juventude,9,1,0.56,0.89,11,1,6
7500,Ceara,16,5,0.48,0.77,22,1,9
7500,Internacional,9,1,0.52,0.76,16,1,5
7501,Bragantino,13,4,0.42,0.76,13,1,10
7501,Flamengo,11,3,0.58,0.82,20,1,4
7502,Fluminense,8,3,0.54,0.82,13,1,5
7502,Fortaleza,10,4,0.46,0.79,16,0,4
7503,America-MG,27,6,0.61,0.85,14,1,8
7503,Palmeiras,14,5,0.39,0.7,17,2,5
7504,Gremio,20,7,0.63,0.84,15,0,7
7504,Cuiaba,5,2,0.37,0.68,10,1,3
7505,Sao Paulo,14,3,0.61,0.79,19,3,9
7505,Santos,6,3,0.39,0.7,13,2,3
7506,Fluminense,14,1,0.53,0.83,15,3,3
7506,Atletico-GO,11,2,0.47,0.81,17,1,6
7507,Atletico-MG,12,4,0.55,0.82,12,2,8
7507,Ceara,11,5,0.45,0.8,10,2,5
7508,Sport,11,3,0.33,0.81,14,1,7
7508,Corinthians,9,3,0.67,0.9,7,1,4
7509,Fortaleza,6,2,0.39,0.79,10,3,3
7509,Flamengo,13,6,0.61,0.88,17,0,5
7510,Athletico-PR,16,3,0.59,0.84,14,1,5
7510,Bahia,8,4,0.41,0.74,9,0,2
7511,Palmeiras,20,6,0.56,0.82,14,4,8
7511,Bragantino,12,6,0.44,0.81,15,0,3
7512,Juventude,14,5,0.59,0.8,24,0,3
7512,America-MG,10,2,0.41,0.73,26,0,4
7513,Internacional,15,11,0.51,0.83,16,1,7
7513,Chapecoense,10,4,0.49,0.81,14,1,7
7514,Santos,13,5,0.6,0.82,14,1,9
7514,Gremio,8,3,0.4,0.75,25,1,3
7515,Cuiaba,15,6,0.34,0.74,14,1,4
7515,Sao Paulo,9,2,0.66,0.87,16,0,2
7516,Bragantino,11,3,0.39,0.78,12,0,5
7516,Atletico-GO,5,3,0.61,0.85,13,0,4
7517,Bahia,17,5,0.52,0.83,22,3,14
7517,Palmeiras,9,2,0.48,0.83,13,1,5
7518,Atletico-MG,14,6,0.6,0.87,10,0,4
7518,Santos,5,1,0.4,0.8,13,1,2
7519,Chapecoense,20,6,0.37,0.71,17,3,5
7519,Athletico-PR,14,3,0.63,0.82,13,0,8
7520,Flamengo,14,6,0.64,0.87,17,0,6
7520,Juventude,10,2,0.36,0.81,14,1,6
7521,Fortaleza,22,8,0.47,0.8,13,0,10
7521,Gremio,13,5,0.53,0.82,17,2,4
7522,Corinthians,8,1,0.54,0.9,4,1,8
7522,Fluminense,13,4,0.46,0.89,9,0,3
7523,Internacional,10,6,0.49,0.74,21,2,4
7523,America-MG,10,2,0.51,0.71,23,1,6
7524,Sao Paulo,23,8,0.64,0.8,18,3,10
7524,Ceara,12,7,0.36,0.64,14,0,10
7525,Cuiaba,16,8,0.55,0.84,14,2,2
7525,Sport,13,3,0.45,0.83,8,1,5
7526,Chapecoense,8,1,0.37,0.72,20,2,3
7526,Fortaleza,14,5,0.63,0.83,12,4,3
7527,America-MG,15,6,0.55,0.75,12,3,8
7527,Bahia,13,3,0.45,0.69,22,2,7
7528,Athletico-PR,16,6,0.52,0.83,22,0,6
7528,Fluminense,6,2,0.48,0.83,15,1,1
7529,Palmeiras,16,3,0.53,0.88,13,4,5
7529,Internacional,14,4,0.47,0.83,21,0,6
7530,Ceara,23,9,0.59,0.79,13,2,11
7530,Bragantino,19,6,0.41,0.72,14,0,1
7531,Gremio,14,7,0.55,0.82,24,1,6
7531,Juventude,6,3,0.45,0.81,15,0,1
7532,Atletico-GO,9,4,0.36,0.77,8,1,3
7532,Atletico-MG,22,3,0.64,0.88,7,1,8
7533,Sport,14,3,0.46,0.77,14,0,8
7533,Santos,10,2,0.54,0.83,11,2,4
7534,Flamengo,16,4,0.71,0.86,12,1,12
7534,Cuiaba,2,0,0.29,0.67,7,2,2
7535,Sao Paulo,8,2,0.45,0.81,21,4,6
7535,Corinthians,10,2,0.55,0.86,8,2,5
7452,Ceara,14,5,0.47,0.82,19,2,7
7452,Palmeiras,12,5,0.53,0.83,11,3,6
7453,Internacional,9,4,0.42,0.77,18,1,1
7453,Bragantino,15,6,0.58,0.85,13,1,6
7536,Santos,14,6,0.49,0.8,10,1,3
7536,America-MG,16,4,0.51,0.82,12,3,5
7537,Juventude,26,8,0.63,0.87,15,0,9
7537,Ceara,4,2,0.37,0.72,20,2,3
7538,Fluminense,11,6,0.27,0.64,22,1,5
7538,Flamengo,16,3,0.73,0.84,16,1,7
7539,Fortaleza,16,7,0.54,0.84,13,0,4
7539,Athletico-PR,13,4,0.46,0.81,12,0,10
7540,Internacional,11,6,0.49,0.84,23,4,3
7540,Corinthians,13,2,0.51,0.83,11,1,2
7541,Atletico-MG,21,9,0.54,0.85,12,1,7
7541,Cuiaba,7,2,0.46,0.82,13,0,2
7542,Bragantino,16,5,0.44,0.8,14,1,3
7542,Sao Paulo,15,5,0.56,0.82,19,2,5
7543,Bahia,15,6,0.53,0.87,6,0,4
7543,Chapecoense,11,1,0.47,0.84,11,0,9
7544,Atletico-GO,11,6,0.46,0.79,11,0,3
7544,Gremio,19,5,0.54,0.84,17,1,11
7545,Palmeiras,37,16,0.65,0.84,10,1,23
7545,Sport,6,1,0.35,0.7,20,0,0
7494,Santos,11,5,0.44,0.76,18,0,2
7494,Fluminense,17,4,0.56,0.81,10,0,4
7495,Bahia,13,7,0.55,0.83,19,0,8
7495,Ceara,9,4,0.45,0.82,13,2,5
7546,Bragantino,16,3,0.45,0.82,17,0,8
7546,Sport,17,4,0.55,0.83,14,0,7
7556,Athletico-PR,29,6,0.67,0.83,11,0,8
7556,Santos,10,2,0.33,0.72,9,1,2
7557,Flamengo,8,3,0.37,0.7,22,1,2
7557,Atletico-MG,16,2,0.63,0.77,19,1,7
7558,Juventude,18,3,0.6,0.82,13,2,7
7558,Bahia,9,0,0.4,0.66,17,0,3
7559,America-MG,23,8,0.45,0.71,13,1,7
7559,Fortaleza,12,8,0.55,0.75,19,2,5
7560,Gremio,15,5,0.49,0.8,26,2,4
7560,Palmeiras,11,5,0.51,0.81,12,0,2
7561,Ceara,8,2,0.27,0.7,8,1,4
7561,Fluminense,17,0,0.73,0.88,7,3,7
7562,Sao Paulo,21,8,0.53,0.85,17,4,5
7562,Internacional,9,3,0.47,0.81,13,0,1
7563,Sport,22,6,0.49,0.84,15,2,6
7563,Atletico-GO,16,3,0.51,0.81,13,0,3
7564,Cuiaba,20,6,0.58,0.86,8,1,7
7564,Bragantino,13,8,0.42,0.83,16,1,2
7565,Corinthians,18,5,0.8,0.9,12,0,14
7565,Chapecoense,2,2,0.2,0.68,19,0,0
7305,Athletico-PR,21,5,0.58,0.79,8,3,7
7305,Flamengo,13,6,0.42,0.72,15,0,3
7454,Atletico-MG,15,4,0.53,0.82,10,2,1
7454,Gremio,14,5,0.47,0.82,14,2,8
7566,Cuiaba,16,3,0.57,0.86,13,3,6
7566,Chapecoense,7,2,0.43,0.81,15,0,2
7455,Flamengo,23,7,0.52,0.85,10,4,9
7455,Atletico-GO,10,2,0.48,0.8,15,2,7
